TRADE_DT,Value
2018-05-28,4377114.881505442
2018-05-29,4236836.409779781
2018-05-30,4310025.441042429
2018-05-31,4274001.18403142
2018-06-01,4271937.32214321
2018-06-04,4334320.326977894
2018-06-05,4327633.360065455
2018-06-06,4314145.883067086
2018-06-07,4251885.242469785
2018-06-08,4234644.743847943
2018-06-11,4270757.4589699125
2018-06-12,4225755.714579792
2018-06-13,4236956.89443972
2018-06-14,4167452.802803544
2018-06-15,3865930.518482592
2018-06-19,3891433.3726015813
2018-06-20,3833781.738575174
2018-06-21,3887269.440701306
2018-06-22,3864385.1931727957
2018-06-25,3860225.2316455934
2018-06-26,3811224.1250077295
2018-06-27,3782028.1296950434
2018-06-28,3873707.1463375296
2018-06-29,3766975.095334492
2018-07-02,3803739.615975121
2018-07-03,3773396.9409034085
2018-07-04,3663076.470859338
2018-07-05,3657760.1328531164
2018-07-06,3741785.97556555
2018-07-09,3774463.1266544084
2018-07-10,3688376.023552005
2018-07-11,3788559.3499358073
2018-07-12,3801032.9965891903
2018-07-13,3800111.5475279
2018-07-16,3792458.920900332
2018-07-17,3785510.534130691
2018-07-18,3754718.7778325216
2018-07-19,3798446.0064448114
2018-07-20,3853798.6349297715
2018-07-23,3935042.416739501
2018-07-24,3913324.2477899655
2018-07-25,3900780.7579403264
2018-07-26,3901645.869749684
2018-07-27,3885444.572179002
2018-07-30,3879544.133666345
2018-07-31,3825858.0975839547
2018-08-01,3713095.8208971918
2018-08-02,3691844.7278043968
2018-08-03,3647678.732087105
2018-08-06,3757538.487429084
2018-08-07,3721207.9346961416
2018-08-08,3775532.3168483307
2018-08-09,3788132.6986580295
2018-08-10,3770673.55652691
2018-08-13,3780079.0049505658
2018-08-14,3696299.789723936
2018-08-15,3687008.1019828687
2018-08-16,3624418.651127622
2018-08-17,3644547.5885370676
2018-08-20,3681604.6150003024
2018-08-21,3636666.717910204
2018-08-22,3652865.9267738215
2018-08-23,3675220.3223025436
2018-08-24,3737539.156386097
2018-08-27,3745721.808254419
2018-08-28,3727852.7184224753
2018-08-29,3679845.1430283696
2018-08-30,3660121.8813805687
2018-08-31,3649857.521802053
2018-09-03,3694668.611873299
2018-09-04,3626484.826920491
2018-09-05,3608326.280678664
2018-09-06,3616844.6428151443
2018-09-07,3552676.5252363887
2018-09-10,3554272.1271311156
2018-09-11,3545707.3174513276
2018-09-12,3579908.0504477373
2018-09-13,3582288.287487581
2018-09-14,3534825.9105166453
2018-09-17,3588989.1875270167
2018-09-18,3665183.7813461307
2018-09-19,3682220.3799892035
2018-09-20,3733639.813296699
2018-09-21,3668079.163791955
2018-09-25,3661796.403895289
2018-09-26,3611320.31257963
2018-09-27,3635878.467395019
2018-09-28,3522619.6864329716
2018-10-08,3518620.6605043355
2018-10-09,3509482.3339247187
2018-10-10,3261440.338575263
2018-10-11,3084548.24920574
2018-10-12,3044789.391554975
2018-10-15,2994055.7785168695
2018-10-16,3012457.914326999
2018-10-17,2949367.3660738883
2018-10-18,3019847.4774032356
2018-10-19,3163000.0864891517
2018-10-22,3095916.5707661146
2018-10-23,3110520.923165164
2018-10-24,3112261.6081871684
2018-10-25,3134815.279953046
2018-10-26,3080134.6099665295
2018-10-29,3122844.728050116
2018-10-30,3161845.8766260375
2018-10-31,3165510.6216775794
2018-11-01,3249757.856636738
2018-11-02,3248146.1726230155
2018-11-05,3249392.4919384927
2018-11-06,3238937.7631570743
2018-11-07,3229815.4203325384
2018-11-08,3205726.5628370387
2018-11-09,3287705.9708659225
2018-11-12,3361164.6145520243
2018-11-13,3354184.6754952287
2018-11-14,3428788.704141837
2018-11-15,3478903.2081832346
2018-11-16,3523015.612934599
2018-11-19,3420180.67034005
2018-11-20,3463264.734025863
2018-11-21,3446533.0014507486
2018-11-22,3319297.4550627857
2018-11-23,3324967.1623420566
