TRADE_DT,Value
2017-11-21,7167130.833299364
2017-11-22,6909124.673910248
2017-11-23,6924384.318369168
2017-11-24,6925121.659680716
2017-11-27,7064817.371462002
2017-11-28,6824658.633661867
2017-11-29,6713383.52252898
2017-11-30,6778547.679678164
2017-12-01,6837630.784090365
2017-12-04,6769243.969176913
2017-12-05,6739258.465538165
2017-12-06,6744621.948180273
2017-12-07,6879973.315857503
2017-12-08,6995380.96171968
2017-12-11,6890857.733998628
2017-12-12,7037837.633449729
2017-12-13,7045514.015431551
2017-12-14,6950769.4585850565
2017-12-15,6983313.268959484
2017-12-18,7062926.6229157755
2017-12-19,7094980.642827128
2017-12-20,7200635.821526411
2017-12-21,7226834.2912309915
2017-12-22,7150472.283961391
2017-12-25,7171358.442205565
2017-12-26,7126909.4379078
2017-12-27,7137514.771980638
2017-12-28,7188440.841367204
2017-12-29,7295802.30920954
2018-01-02,7368048.083297681
2018-01-03,7144085.121612544
2018-01-04,7155765.708148684
2018-01-05,7163244.72140322
2018-01-08,7212608.961233659
2018-01-09,7230093.347607917
2018-01-10,7245114.870807074
2018-01-11,7252847.942500811
2018-01-12,7077307.204503955
2018-01-15,7122431.660714242
2018-01-16,7162956.365316083
2018-01-17,6952988.77807937
2018-01-18,6913625.974372318
2018-01-19,7072629.098919992
2018-01-22,7086298.793904507
2018-01-23,7042629.403291218
2018-01-24,6688939.332935059
2018-01-25,6717137.888455043
2018-01-26,6659811.151822094
2018-01-29,6597199.189665344
2018-01-30,6502150.499471746
2018-01-31,6284348.403303654
2018-02-01,6268697.183339546
2018-02-02,6333778.061216932
2018-02-05,5949593.938453946
2018-02-06,5971633.234358216
2018-02-07,5140895.434521452
2018-02-08,4914741.487865793
2018-02-09,5068294.987819891
2018-02-12,5059704.255666003
2018-02-13,5105918.396038855
2018-02-14,5194153.629550616
2018-02-22,5251961.777078857
2018-02-23,5451718.462946384
2018-02-26,5565510.235081471
2018-02-27,5575783.005658769
2018-02-28,5715018.36545475
2018-03-01,5681738.961495491
2018-03-02,5632932.798423014
2018-03-05,5711898.572482901
2018-03-06,5674121.8836899875
2018-03-07,5698542.456832959
2018-03-08,5753265.36721589
2018-03-09,5891638.3390386
2018-03-12,5891643.122509488
2018-03-13,5837566.125507428
2018-03-14,5848668.830782548
2018-03-15,5848203.141104806
2018-03-16,5830120.784802798
2018-03-19,5835930.171641876
2018-03-20,5826262.32101371
2018-03-21,5797125.839543667
2018-03-22,5492238.864536103
2018-03-23,5483220.276785156
2018-03-26,5590375.220806586
2018-03-27,5553059.7281556465
2018-03-28,5361874.589460014
2018-03-29,5622940.122682682
2018-03-30,5728442.91149499
2018-04-02,5794125.765491795
2018-04-03,5744055.9279392455
2018-04-04,5823513.90907953
2018-04-09,5794342.038356969
2018-04-10,5891878.307359296
2018-04-11,5977528.606443753
2018-04-12,5946757.71048352
2018-04-13,6044052.151808823
2018-04-16,5887868.768080304
2018-04-17,5961190.2112423405
2018-04-18,5985660.5190104
2018-04-19,5817632.2064308645
2018-04-20,5734406.797083322
2018-04-23,5963675.702214513
2018-04-24,6095405.867473573
2018-04-25,5963416.458300422
2018-04-26,5984860.786624996
2018-04-27,5775345.696207638
2018-05-02,5868825.27503045
2018-05-03,5937815.53703691
2018-05-04,6044205.867426081
2018-05-07,6042352.842413587
2018-05-08,5908975.807540805
2018-05-09,5984645.8509646375
2018-05-10,5885044.061441291
2018-05-11,5901970.203329346
2018-05-14,6045166.443709423
2018-05-15,6069832.512975313
2018-05-16,5992118.538145223
2018-05-17,6029242.177121733
2018-05-18,6050736.363128575
2018-05-21,6100323.858587074
2018-05-22,6058578.514501293
2018-05-23,6053371.201349249
2018-05-24,6063721.224928032
2018-05-25,6173371.727682411
2018-05-28,6014564.598613561
2018-05-29,6005561.697484292
2018-05-30,6154353.110343763
2018-05-31,6015850.68522291
2018-06-01,6057638.664690901
2018-06-04,6198690.438121344
2018-06-05,6215303.533936724
2018-06-06,6149325.228022052
2018-06-07,6101665.178244109
2018-06-08,5995104.921220063
2018-06-11,6089421.562825025
2018-06-12,6032881.15634039
2018-06-13,5999804.413624794
2018-06-14,5881063.821363646
2018-06-15,5585753.530740982
2018-06-19,5693677.395175737
2018-06-20,5625784.851877088
2018-06-21,5771590.775463537
2018-06-22,5822644.328704675
2018-06-25,5944729.251490893
2018-06-26,5897821.986983819
2018-06-27,5816411.502069652
2018-06-28,6046519.742361453
2018-06-29,5947740.689891404
2018-07-02,5925838.802049511
2018-07-03,5852996.0021416545
2018-07-04,5753207.285626525
2018-07-05,5784771.466567208
2018-07-06,5933135.0854700245
2018-07-09,5965169.601725673
2018-07-10,5845104.785941451
2018-07-11,5969415.045956297
2018-07-12,6031442.452354739
2018-07-13,6077454.178024703
2018-07-16,6119314.873345555
2018-07-17,6031138.881441331
2018-07-18,5983493.787653391
2018-07-19,6052515.275640887
2018-07-20,6097893.483238524
2018-07-23,6304998.038789003
2018-07-24,6303593.009323726
2018-07-25,6221163.935487925
2018-07-26,6213945.8640775485
2018-07-27,6116920.594335935
2018-07-30,6127292.384739953
2018-07-31,6007982.678983923
2018-08-01,5945378.519307191
2018-08-02,5796563.255201295
2018-08-03,5677516.319850626
2018-08-06,5884684.7991438
2018-08-07,5772759.5661868155
2018-08-08,5875392.10537189
2018-08-09,5911467.033178928
2018-08-10,5928560.306078507
2018-08-13,5937510.883348414
2018-08-14,5775895.499990545
2018-08-15,5763678.159217228
2018-08-16,5619688.072388365
2018-08-17,5617714.324638729
2018-08-20,5749144.740388272
2018-08-21,5746519.480743317
2018-08-22,5736430.044977188
2018-08-23,5726609.386892351
2018-08-24,5885291.327849544
2018-08-27,5892313.243584823
2018-08-28,5855774.98642038
2018-08-29,5876044.3694209885
2018-08-30,5799826.021893744
2018-08-31,5787602.2527735755
2018-09-03,5842169.62621719
2018-09-04,5753781.458414313
2018-09-05,5701571.132764118
2018-09-06,5708315.695071245
2018-09-07,5597911.143238962
2018-09-10,5598285.641642656
2018-09-11,5569792.587666237
2018-09-12,5562572.50153544
2018-09-13,5529366.49530894
2018-09-14,5446269.871624802
2018-09-17,5575661.413470819
2018-09-18,5639350.119464053
2018-09-19,5648536.070145101
2018-09-20,5772777.920945751
2018-09-21,5740618.327753299
2018-09-25,5760005.969371436
2018-09-26,5709307.019814512
2018-09-27,5782512.513266543
2018-09-28,5547909.072417876
2018-10-08,5557404.3435594505
2018-10-09,5547725.067644155
2018-10-10,5174271.528272208
2018-10-11,5179255.185985616
2018-10-12,5110905.349180658
2018-10-15,5025776.201691165
2018-10-16,5012715.208144627
2018-10-17,4884948.138111197
2018-10-18,4944479.72281621
2018-10-19,5233137.889620968
2018-10-22,5135441.232670326
2018-10-23,5145639.176150794
2018-10-24,5096184.376322719
2018-10-25,5141729.254044297
2018-10-26,4973505.66105666
2018-10-29,5004115.367239708
2018-10-30,5096565.916112093
2018-10-31,5157396.640281524
2018-11-01,5230804.50635901
2018-11-02,5222124.480859057
2018-11-05,5227067.9687280385
2018-11-06,5204753.900505341
2018-11-07,5168929.799792802
2018-11-08,5264239.441364493
2018-11-09,5386680.546607959
2018-11-12,5419787.24126975
2018-11-13,5427271.269695375
2018-11-14,5517773.109735794
2018-11-15,5471428.956324269
2018-11-16,5535584.531918798
2018-11-19,5432178.916740697
2018-11-20,5446615.262271791
2018-11-21,5393892.901175577
2018-11-22,5346293.08540268
2018-11-23,5293499.340923891
2018-11-26,5319253.246779863
2018-11-27,5422578.296771659
2018-11-28,5308776.979869136
2018-11-29,5308636.009372236
2018-11-30,5465341.357109695
2018-12-03,5524687.194790412
2018-12-04,5511066.962501905
2018-12-05,5382970.977748847
2018-12-06,5200723.401983599
2018-12-07,5136439.003600188
2018-12-10,5155493.287306478
2018-12-11,5164657.5887491265
2018-12-12,5232526.74262643
2018-12-13,5157684.477286767
2018-12-14,5144668.823772086
2018-12-17,5120514.134676944
2018-12-18,5059112.33079426
2018-12-19,5062500.25331625
2018-12-20,5031497.700674013
2018-12-21,5236133.333709493
2018-12-24,5445524.46089225
2018-12-25,5427971.179804916
2018-12-26,5439862.247654275
2018-12-27,5425777.049338478
2018-12-28,5527738.659044417
